tax_id,superkingdom,phylum,class,order,family,genus,species,clade,clade1,clade10,clade11,clade12,clade13,clade2,clade3,clade4,clade5,clade6,clade7,clade8,clade9,forma specialis,forma specialis1,isolate,kingdom,no rank,no rank1,no rank2,no rank3,section,serogroup,serotype,species group,species subgroup,strain,subclass,subfamily,subgenus,suborder,subphylum,subspecies
369723,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,Salinispora tropica,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Salinispora tropica CNB-440,,,,,,
369822,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia raoultii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,spotted fever group,,,,,,,,
370038,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio marinus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,delta/epsilon subdivisions,
370526,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium rutilum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
370764,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium pygmaeum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
370777,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas daejeonensis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
371142,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium daejeonense,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
371601,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
373415,Viruses,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Wildcatvirus,Mycobacterium virus Wildcat,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,Mycobacterium phage Wildcat,,,,,,,,,,,,,,,,,
373903,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix,Halothermothrix orenii,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Halothermothrix orenii H 168,,,,,,
373994,Bacteria,Cyanobacteria,,Nostocales,Rivulariaceae,Rivularia,Rivularia sp. PCC 7116,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,unclassified Rivularia (in: Bacteria),,,,,,,,,,,,,,
374463,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Candidatus Baumannia cicadellinicola,Candidatus Baumannia,,,,,,,,,,,,,,,,,,cellular organisms,Gammaproteobacteria incertae sedis,,,,,,,,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),,,,,,
374606,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,Aminobacter sp. MSH1,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Aminobacter,,,,,,,,,,,,,,
374847,Archaea,Candidatus Korarchaeota,,,,Candidatus Korarchaeum,Candidatus Korarchaeum cryptofilum,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Candidatus Korarchaeum cryptofilum OPF8,,,,,,
374931,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Haemophilus influenzae PittGG,,,,,,
374981,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7003,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,unclassified Synechococcus,,,,,,,,,,,,,,
374982,Bacteria,Cyanobacteria,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 73109,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,unclassified Synechococcus,,,,,,,,,,,,,,
375175,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus backii,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
375288,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
376174,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys,Labrys neptuniae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
376219,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Limnospira,Limnospira indica,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Limnospira indica PCC 8005,Oscillatoriophycideae,,,,,
376489,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halotalea,Halotalea alkalilenta,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
376686,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Flavobacterium johnsoniae UW101,,,,,,
377315,Bacteria,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
377629,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Teredinibacter turnerae T7901,,,,,,
378806,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella,Stigmatella aurantiaca,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Stigmatella aurantiaca DW4/3-1,,,,Cystobacterineae,delta/epsilon subdivisions,
379066,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas aurantiaca,FCB group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Gemmatimonas aurantiaca T-27,,,,,,
379347,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Epibacterium,Epibacterium mobile,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
379546,Archaea,Euryarchaeota,,,,Aciduliprofundum,,Diaforarchaea group,DHVE2 group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
379684,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium pseudoryzae,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,,,,,,,,,,,,,,
379899,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niabella,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
380021,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas protegens,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas fluorescens group,,,,,,,,
380749,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobaculum,Hydrogenobaculum sp. Y04AAS1,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Hydrogenobaculum,,,,,,,,,,,,,,
381666,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Cupriavidus necator H16,,,,,,
381751,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis minervae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
381754,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas aeruginosa group,,Pseudomonas aeruginosa PA7,,,,,,
381764,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium nodosum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Fervidobacterium nodosum Rt17-B1,,,,,,
382638,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter acinonychis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Helicobacter acinonychis str. Sheeba,,,,,delta/epsilon subdivisions,
383372,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,Roseiflexus castenholzii,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Roseiflexus castenholzii DSM 13941,,,,Roseiflexineae,,
383614,Bacteria,Cyanobacteria,,Nostocales,Scytonemataceae,Brasilonema,,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
384616,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum islandicum,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Pyrobaculum islandicum DSM 4184,,,,,,
386415,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium novyi,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Clostridium novyi NT,,,,,,
386490,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus,Terribacillus goriensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
386891,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella bovoculi,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
386911,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium seoulense,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
387092,Bacteria,Proteobacteria,Epsilonproteobacteria,,,Nitratiruptor,Nitratiruptor sp. SB155-2,,,,,,,,,,,,,,,,,,,cellular organisms,Epsilonproteobacteria incertae sedis,unclassified Nitratiruptor,,,,,,,,,,,,delta/epsilon subdivisions,
387093,Bacteria,Proteobacteria,Epsilonproteobacteria,,,Sulfurovum,Sulfurovum sp. NBC37-1,,,,,,,,,,,,,,,,,,,cellular organisms,Epsilonproteobacteria incertae sedis,unclassified Sulfurovum,,,,,,,,,,,,delta/epsilon subdivisions,
387631,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus sulfaticallidus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Archaeoglobus sulfaticallidus PM70-1,,,,,,
387662,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,Candidatus Carsonella ruddii,,,,,,,,,,,,,,,,,,,cellular organisms,Zymobacter group,,,,,,,,Candidatus Carsonella ruddii PV,,,,,,
388357,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Kocuria turfanensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
388396,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Aliivibrio fischeri MJ11,,,,,,
388413,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus machipongonensis,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
388467,Bacteria,Cyanobacteria,,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix agardhii,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Planktothrix agardhii NIVA-CYA 126/8,Oscillatoriophycideae,,,,,
388950,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter akesuensis,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
389214,Viruses,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Batrachovirus,Ranid herpesvirus 2,Duplodnaviria,Heunggongvirae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389348,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia naegleriophila,PVC group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
390235,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Pseudomonas putida group,,Pseudomonas putida W619,,,,,,
390846,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Echinicola,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
391008,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Stenotrophomonas maltophilia group,,Stenotrophomonas maltophilia R551-3,,,,,,
391036,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia sp. HF,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Ehrlichia,,,,,,,,,,,,,,
391037,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,Salinispora arenicola,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Salinispora arenicola CNS-205,,,,,,
391038,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phymatum,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Paraburkholderia phymatum STM815,,,,,,
391290,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. E263,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Geobacillus,,,,,,,,,,,,,,
391592,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Caminibacter mediatlanticus TB-2,,,,,delta/epsilon subdivisions,
391595,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter litoralis,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Roseobacter litoralis Och 149,,,,,,
391616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter arcticus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Octadecabacter arcticus 238,,,,,,
391626,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter antarcticus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Octadecabacter antarcticus 307,,,,,,
391735,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Verminephrobacter,Verminephrobacter eiseniae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Verminephrobacter eiseniae EF01-2,,,,,,
391905,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis heyeri,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
391936,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax pacificus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Alcanivorax pacificus W11-5,,,,,,
392416,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crustorum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
392499,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas wittichii,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Sphingomonas wittichii RW1,,,,,,
392500,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella woodyi,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Shewanella woodyi ATCC 51908,,,,,,
392593,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Inhella,Inhella inkyongensis,,,,,,,,,,,,,,,,,,,cellular organisms,Burkholderiales genera incertae sedis,,,,,,,,,,,,,,
392733,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
392734,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
393119,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Listeria monocytogenes FSL J1-208,,,,,,
393921,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas crevioricanis,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
394221,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Maricaulis,Maricaulis maris,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Maricaulis maris MCS10,,,,,,
394503,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Ruminiclostridium,Ruminiclostridium cellulolyticum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Ruminiclostridium cellulolyticum H10,,,,,,
394935,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,Chromobacterium haemolyticum,,,,,,,,,,,,,,,,,,,cellular organisms,Chromobacterium group,,,,,,,,,,,,,,
394958,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium taeniosporum,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
395019,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,Burkholderia cepacia complex,,Burkholderia multivorans ATCC 17616,,,,,,
395491,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,Rhizobium leguminosarum bv. trifolii,,,,,,,Rhizobium leguminosarum bv. trifolii WSM1325,,,,,,
395492,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,,,,,,,,,,,,,,,,,,,cellular organisms,Rhizobium/Agrobacterium group,Rhizobium leguminosarum bv. trifolii,,,,,,,Rhizobium leguminosarum bv. trifolii WSM2304,,,,,,
395494,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Gallionella,Gallionella capsiferriformans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Gallionella capsiferriformans ES-2,,,,,,
395495,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Leptothrix,Leptothrix cholodnii,,,,,,,,,,,,,,,,,,,cellular organisms,Burkholderiales genera incertae sedis,,,,,,,,Leptothrix cholodnii SP-6,,,,,,
395598,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas reinekei,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
395960,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Rhodopseudomonas palustris TIE-1,,,,,,
395961,Bacteria,Cyanobacteria,,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 7425,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,unclassified Cyanothece,,,,,,,,,Oscillatoriophycideae,,,,,
395962,Bacteria,Cyanobacteria,,Chroococcales,Aphanothecaceae,Rippkaea,Rippkaea orientalis,Terrabacteria group,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Rippkaea orientalis PCC 8802,Oscillatoriophycideae,,,,,
395963,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia,Beijerinckia indica,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Beijerinckia indica subsp. indica ATCC 9039,,,,,,Beijerinckia indica subsp. indica
395965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,Methylocella silvestris,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Methylocella silvestris BL2,,,,,,
396588,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sulfidiphilus,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Thioalkalivibrio sulfidiphilus HL-EbGr7,,,,,,
396595,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. K90mix,,,,,,,,,,,,,,,,,,,cellular organisms,unclassified Thioalkalivibrio,,,,,,,,,,,,,,
397544,Viruses,Pisuviricota,Stelpaviricetes,Patatavirales,Potyviridae,Ipomovirus,Squash vein yellowing virus,Riboviria,,,,,,,,,,,,,,,,,Orthornavirae,,,,,,,,,,,,,,,,
397948,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Caldivirga,Caldivirga maquilingensis,TACK group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Caldivirga maquilingensis IC-167,,,,,,
398041,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
398053,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter ginsenosidivorans,FCB group,Bacteroidetes/Chlorobi group,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
398511,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudofirmus,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Bacillus pseudofirmus OF4,,,,,,
398527,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia phytofirmans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Paraburkholderia phytofirmans PsJN,,,,,,
398578,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia acidovorans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Delftia acidovorans SPH-1,,,,,,
398579,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella pealeana,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Shewanella pealeana ATCC 700345,,,,,,
398580,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,Dinoroseobacter shibae,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Dinoroseobacter shibae DFL 12 = DSM 16493,,,,,,
398694,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium shinjukuense,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
398767,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter lovleyi,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Geobacter lovleyi SZ,,,,,delta/epsilon subdivisions,
399320,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
399497,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus flavescens,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
399736,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,Agrococcus jejuensis,Terrabacteria group,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,,,,,,,
399741,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia proteamaculans,,,,,,,,,,,,,,,,,,,cellular organisms,,,,,,,,,Serratia proteamaculans 568,,,,,,
